"Name","div_rank","gender_rank","overall_rank","swim","bike","run"
"Malone, Matthew 2043","4","43","45","00:57:52","04:34:59","03:02:25"
"Hryhoryeu, Mikita 2300","88","1062","1263","00:55:35","04:48:54","04:58:40"
"Low, Heather 2190","19","88","900","01:11:58","05:15:50","03:42:50"
"Strack, Lucy 2377","21","153","1107","01:07:16","05:39:19","03:41:53"
"Eddy, Neil 2070","8","50","54","00:51:26","04:37:37","03:10:53"
"Bilbao, Ovidio 1260","112","637","686","01:10:05","05:09:04","03:28:55"
"Ison, Matthew 1975","14","77","83","00:59:21","04:39:35","03:08:53"
"Lyon, Dave 468","36","1072","1277","01:20:18","04:53:43","04:22:56"
"Mettier, Stephane 1413","7","107","117","01:00:08","04:34:55","03:19:10"
"Schoeni, Sandra 1213","64","455","1854","01:21:47","05:51:22","05:11:14"
"Brandt, Russ 963","213","1171","1441","01:03:56","04:56:43","05:01:10"
"Ochoa, Humberto 1059","261","1465","1964","01:24:33","06:20:16","05:19:14"
"Wei-Ting, Liu 1925","68","477","1895","01:26:25","06:04:11","05:00:19"
"Wood, Gregory 687","89","1027","1207","01:07:31","05:06:10","04:20:08"
"Shane, Ray 305","51","1482","2003","01:13:25","05:55:26","06:11:54"
"Fuller, Deanna 1907","13","102","957","01:03:30","05:15:16","03:56:32"
"Kervarec, Franck 2037","152","810","897","01:01:45","04:47:49","04:18:19"
"Bacon, Robert 1386","223","1199","1489","01:26:05","05:33:41","04:06:27"
"Buchli, Philipp 1805","98","415","446","01:09:58","04:58:21","03:21:53"
"Ehrke, Nils 695","161","1369","1790","01:16:18","05:03:09","05:44:35"
"McCormack, Walter 623","34","735","808","01:04:56","04:47:00","04:08:40"
"Bonds, John 1446","262","1576","2163","02:01:37","06:51:31","05:46:24"
"Hunger, Merv 1474","110","628","677","01:04:43","04:56:55","03:43:38"
"Van Loo-Born, Beate 1948","20","137","1054","01:14:38","05:16:39","03:47:44"
"Ortiz, Vincent 414","84","1314","1697","01:22:00","05:41:56","04:38:31"
"Sanner, Kim 818","12","294","1494","01:15:35","05:21:19","04:30:52"
"Weber, Oliver 644","130","1183","1465","01:06:27","05:05:22","04:48:31"
"johnson, alec 1241","74","564","2100","01:28:35","07:03:17","05:37:09"
"Geiger, Thomas 493","28","1006","1170","01:07:58","05:10:57","04:14:01"
"Morton, Jon 1678","125","535","573","00:59:02","04:48:42","03:49:45"
"Mcbeath, Lucas 1739","195","1060","1260","01:04:23","05:01:19","04:32:27"
"Stricker, Marc Roger 1424","160","830","925","01:04:47","05:14:28","03:49:46"
"Groffsky, Jeffrey 325","65","1590","2189","01:31:21","07:20:34","06:04:27"
"Wright, Jordy 2092","--","--","--","--:--:--","--:--:--","--:--:--"
"Bampanikas, Vasileios 961","147","866","973","01:09:04","05:13:41","03:50:58"
"Davis, Michael 294","45","1417","1891","01:29:20","05:57:18","05:10:39"
"Snapp, Ryan 2003","78","294","317","01:01:21","05:05:59","03:05:16"
"Debaere, Steven 1395","229","1258","1594","01:10:16","05:10:35","05:06:42"
"Hoo, Wilson 752","205","1621","2239","02:01:37","07:16:51","06:05:13"
"Kongsted, Søren 1408","106","600","644","01:12:47","05:00:21","03:31:25"
"Schmatz, Wolfgang 447","2","411","442","01:07:24","04:51:26","03:30:12"
"Harrison, Paul 495","124","1611","2219","01:28:23","07:01:57","06:38:10"
"Hill, Scott 1661","126","547","587","01:05:24","04:35:10","04:01:26"
"Kortekaas, Tessa 2156","1","32","448","01:05:06","04:56:43","03:29:50"
"Christensen, Niels Christian Smed 734","81","984","1143","01:20:17","05:10:59","03:55:14"
"Janssen, Elien 2354","37","275","1451","01:08:41","05:33:37","04:18:34"
"Ozcelik, Sedef 2191","59","371","1666","01:14:44","06:18:55","04:06:50"
"Priglinger, Thomas 1001","92","672","729","01:04:54","04:45:11","04:00:47"
"Davidson, Jackie 534","9","382","1695","01:23:47","06:14:47","04:10:06"
"Stormo, Trude 1899","19","128","1029","01:09:45","05:25:47","03:44:18"
"Evensen, Even 153","10","1534","2094","01:21:27","06:30:51","06:11:19"
"Bowman-Shaw, Rory 2403","18","659","713","01:23:59","04:56:43","03:30:28"
"Bellet, Laurent 1021","125","798","884","01:17:17","05:06:40","03:41:08"
"Halonen, Juha-Matti 2298","6","70","76","00:56:22","04:36:25","03:15:07"
"Saunders, Ben 936","111","761","841","00:59:25","05:14:08","03:49:41"
"Bissing, Mark 455","112","1470","1974","01:43:27","06:00:15","05:18:08"
"Robinson, Kim 243","7","1343","1750","01:13:02","05:55:42","04:45:48"
"Mckinney, Kimberley 2159","--","--","--","--:--:--","--:--:--","--:--:--"
"Smith, Bethany 1251","79","608","2218","01:57:08","07:09:58","06:09:00"
"Lowman, Brian 915","104","733","806","01:08:51","05:00:35","03:49:31"
"Lehtomaa, Mikael 2079","61","235","257","01:11:51","04:31:13","03:28:36"
"Grosvenor, Tara 2173","13","74","812","01:02:20","05:19:55","03:40:06"
"Lubarsky, Lisa 855","--","--","--","--:--:--","--:--:--","--:--:--"
"Deckers, Tine 3033","21","21","238","00:58:29","04:49:22","03:24:27"
"Therre, Holger 683","90","1031","1215","01:29:21","05:22:35","03:44:46"
"Frey, Manuel 1461","16","140","153","01:05:22","04:43:28","03:11:29"
"Hunter, Ashleigh 2371","16","127","1024","01:08:41","05:11:11","04:00:38"
"Heneghan, Michelle 2174","49","272","1447","01:10:55","05:42:15","04:08:00"
"Marcondes Ferraz Silva, Arthur 1746","126","547","587","00:53:42","04:33:53","04:14:39"
"Cesak, Dalibor 1392","125","666","720","01:07:18","05:14:57","03:29:00"
"Wiygul, John 2240","60","514","549","01:03:22","04:41:35","03:54:27"
"True, Sarah 3009","4","4","50","00:52:06","04:49:19","02:57:38"
"De La Houssaye, Isabella 849","65","587","2160","01:28:00","06:31:58","06:39:12"
"Schuster, Patrick 1153","74","597","641","01:08:18","04:40:42","03:56:13"
"Röhrken, Golo 2000","20","90","97","00:56:55","04:34:35","03:20:12"
"Lafrance, Linda 576","26","472","1885","01:19:46","06:25:44","04:48:22"
"Vogt, Philippe 2418","12","486","519","01:04:42","04:41:19","03:48:36"
"Haller, Gordon 101","--","--","--","01:46:38","08:14:53","--:--:--"
"Lewerenz, Jessica 2338","23","170","1183","01:01:12","05:42:39","03:52:13"
"Dreitz, Andreas 42","13","13","13","00:50:56","04:15:17","03:02:50"
"Garcia, Gabriela 1239","51","363","1646","01:22:30","06:07:37","04:08:02"
"Shinoda, Noriko 582","44","573","2127","01:21:56","07:20:55","05:38:03"
"Derrick, Nicole 1184","13","161","1156","01:10:52","05:28:14","03:54:13"
"Noble, Caleb 2400","7","277","299","00:50:18","04:46:16","03:38:31"
"Chevalier, Benoit 2020","12","69","74","01:01:42","04:46:22","02:57:24"
"Doerks, Henry 459","92","1370","1791","01:31:43","05:31:25","05:04:31"
"Dezerega, Pierangela 2146","3","36","554","01:06:08","05:07:09","03:25:33"
"Cook, Bruce 198","38","1570","2154","01:23:27","06:08:39","06:59:37"
"Mckinnon, Maxine 564","4","301","1507","01:22:37","05:54:48","03:52:29"
"Brümmer, Carl 652","1","130","141","00:56:06","04:42:02","03:21:19"
"Ichikawa, Ayu 2443","14","263","1422","01:07:53","05:37:53","04:12:25"
"Papanikolaou, Konstantinos 709","84","994","1154","01:13:44","05:09:05","04:08:33"
"Suzuki, Masaru 246","47","1664","2299","01:17:25","07:14:56","07:57:14"
"Oishi, Jefferson 1500","225","1227","1541","01:11:17","05:57:45","04:10:57"
"Housham, Fred 1826","57","254","276","01:06:15","04:49:20","03:17:05"
"Christenson, B.J. 1268","187","961","1116","00:57:53","04:59:53","04:29:32"
"Matsui, Yoko 828","35","431","1808","01:20:51","06:32:47","04:13:12"
"Jenkins, Nikolai 1665","64","286","308","01:03:46","04:43:44","03:28:24"
"Svoboda, Marek 947","185","1030","1214","01:09:08","05:04:09","04:23:37"
"Allott, Juanita 1610","89","458","1859","01:18:06","06:34:49","04:28:58"
"Longman, Christina 1934","72","558","2085","01:53:31","06:37:12","05:25:02"
"Stoveld, Kimberly 2167","32","178","1197","01:00:23","05:39:49","03:55:37"
"Deschenes, Alain 221","--","--","--","01:21:21","05:25:28","--:--:--"
"Pizzini, Mina 863","14","311","1530","01:06:15","05:30:05","04:41:04"
"Delamora, Sergai 971","226","1215","1523","01:12:01","05:27:16","04:36:10"
"Linge, Fredrik 2121","160","914","1050","01:09:35","04:59:29","04:12:19"
"Huetthaler, Lisa 3030","29","38","565","00:58:33","04:44:59","03:58:25"
"Dauber, Paul 2457","100","1418","1894","01:13:18","05:14:40","06:08:09"
"Tkac, Daniel 1867","146","669","725","01:03:12","04:52:26","03:54:52"
"Milner-Olsen, Ngarama 1912","23","146","1082","01:03:12","05:21:01","04:00:14"
"Arranz , Jose 1638","33","148","161","01:01:48","04:34:12","03:26:04"
"Rohde, Mark 1368","215","1137","1381","01:15:21","05:26:55","04:07:51"
"Michovsky, Petr 923","70","577","621","01:07:36","04:54:42","03:42:57"
"Rawes, Josie 2358","13","106","970","01:00:33","05:17:01","03:59:20"
"Regnier, Philip 633","35","745","821","01:18:42","05:09:53","03:29:40"
"Lemmetty, Jari 761","76","964","1119","01:04:58","05:13:13","04:09:54"
"Gonzalez, Rodrigo 609","48","801","887","01:09:28","05:09:31","03:44:49"
"Westermark, Daniel 1709","106","433","465","00:58:11","04:50:47","03:42:58"
"Keenan, Rebecca 1623","77","390","1712","01:01:38","06:21:45","04:25:53"
"Fleming, Bradley 1721","131","553","595","01:02:51","05:04:05","03:36:48"
"Schaar, Martin 1421","222","1198","1488","01:12:45","05:15:51","04:35:32"
"Crum, Erin 1617","18","118","999","01:05:39","05:24:55","03:47:34"
"Thorsteinsson, Vidar 1165","86","638","688","01:02:31","04:45:40","04:02:50"
"Travis, Eric 1013","128","806","893","01:03:16","04:45:59","04:17:58"
"Müller, Jochen 1306","50","335","364","00:58:33","04:46:09","03:38:13"
"Dallinger, Tony 220","28","1514","2063","01:30:49","06:35:00","05:43:28"
"Jacinth, Jillian 2326","53","538","2035","01:10:07","06:20:18","06:04:43"
"Ishida, Ryo 2384","32","1153","1411","00:53:43","04:58:21","05:04:58"
"Terada, Kaori 567","40","552","2069","01:31:12","07:09:35","05:05:27"
"Marco, Montanari 1055","87","639","689","01:04:50","04:49:05","03:54:43"
"Carne, Peter 600","74","959","1113","01:04:04","05:13:52","04:08:27"
"Canham, Roger 732","77","967","1122","01:09:28","05:08:40","04:06:55"
"Fernandez Roman, Vicente Ramon 2106","178","1338","1743","01:09:17","06:01:29","04:49:32"
"Montanez, Angel 1492","263","1594","2193","01:24:41","07:26:53","06:05:04"
"Majors, Rachel 1556","--","--","--","01:16:01","06:02:31","--:--:--"
"Machado, Mário 1054","32","386","417","01:01:25","04:39:54","03:45:13"
"Swindle, Isaac 2132","--","--","--","--:--:--","--:--:--","--:--:--"
"Trzensiok, Martin 1076","50","481","514","01:16:43","04:56:52","03:21:44"
"Murray, Steve 672","121","1146","1400","01:02:12","05:27:42","04:24:43"
"Redelinghuys, Daniel 1366","179","925","1067","01:26:10","04:50:02","04:04:20"
"Adam, Anthony 1797","200","1116","1352","00:59:20","04:50:32","05:01:40"
"Jamieson, Dale 2035","138","658","712","01:05:58","04:55:42","03:47:22"
"Patel, Pankaj 1138","260","1455","1951","01:48:52","06:02:07","05:06:33"
"Noll, Michael 627","80","981","1139","01:04:56","04:55:27","04:28:40"
"Paez, Claudia  Elena 830","49","484","1911","01:24:02","06:32:33","04:44:41"
"Salas, Arturo 444","113","1477","1993","01:31:13","06:02:20","05:44:34"
"Lanuke, Maureen 191","--","--","--","02:25:11","--:--:--","--:--:--"
"King, Brett 1978","71","270","292","00:53:18","04:51:15","03:30:12"
"Kuenzel, Leila 1886","58","338","1598","01:09:33","05:29:48","04:52:45"
"Holbrow, Guy 751","78","968","1124","01:04:33","05:27:58","03:53:00"
"Marques, Sergio 1842","3","38","40","00:57:56","04:35:22","03:00:08"
"Akerberg, Susanne 802","44","467","1878","01:37:24","05:43:22","05:08:13"
"Tomlinson, Lucy 1252","62","437","1817","01:09:34","06:26:15","04:37:03"
"Ream, Jason 1688","175","859","962","01:11:17","04:59:23","04:06:40"
"Ampoulie, Yannick 1636","164","764","844","01:19:25","04:55:10","03:51:20"
"Miho, Kano 554","34","516","1992","01:28:04","07:01:19","04:45:38"
"Frye, Laura 378","37","621","2253","01:22:51","07:29:20","06:27:41"
"Mckenzie, Luke 31","27","28","29","00:50:46","04:27:26","03:07:29"
"Minakata, Atsuko 829","64","576","2140","01:37:08","06:47:02","05:54:59"
"Franks, Paul 1035","247","1386","1828","01:17:13","06:06:08","04:47:48"
"Ward, June 544","2","239","1365","01:16:12","05:46:38","03:50:11"
"Forster, Brett 743","204","1604","2209","01:13:50","06:45:55","07:02:53"
"Bonnal, David 1387","58","405","436","00:55:09","04:41:58","03:53:14"
"Mentis, Konstantin 508","--","--","--","02:32:45","--:--:--","--:--:--"
"Moellebro, Stine 1889","16","115","991","00:59:40","05:31:14","03:46:34"
"Kim, Youngsun 1242","66","480","1901","01:42:29","06:06:53","04:48:21"
"Kessler, Meredith 3034","--","--","--","00:54:13","--:--:--","--:--:--"
"Boulain, Julien 1758","25","120","131","01:03:17","04:33:30","03:20:13"
"Sandford, Nathan 1693","112","474","507","01:03:27","04:44:00","03:44:40"
"Weinbrandt, Richard 180","31","1658","2290","01:26:03","07:59:30","06:56:34"
"Heier, Horst 462","11","790","873","01:02:41","05:15:17","03:50:15"
"Gardner, Aaron 1765","217","1448","1940","01:28:57","06:07:51","05:10:52"
"Kessler, Brett 755","189","1503","2047","01:25:20","06:25:45","05:50:39"
"Patterson, Cailla 1229","22","218","1307","01:15:31","05:40:18","03:48:09"
"Reece, Tommy 711","187","1496","2033","01:43:18","06:48:10","04:54:39"
"Ovchinikov, Dan Kony 2126","41","164","179","00:53:12","04:48:38","03:22:01"
"Capdevila, Joan 1391","20","165","180","01:00:37","04:50:43","03:13:05"
"May, Ricky 507","129","1644","2274","01:42:33","07:42:55","06:22:27"
"Engstrom, David 895","158","906","1037","01:01:32","05:06:55","04:08:15"
"Passinger, Michael 415","109","1459","1956","01:36:05","06:39:39","04:44:59"
"Titus, Brett 477","54","1192","1477","01:06:53","05:30:07","04:26:30"
"Thananayagam, Rajan 1011","214","1173","1444","01:22:46","05:19:29","04:17:20"
"Nussboum, Mina 555","37","540","2037","01:45:46","06:27:48","05:26:34"
"Hunt, Jamie 1043","78","607","652","00:53:08","05:10:18","03:43:29"
"Gannon, Martin 279","4","892","1014","01:15:36","05:06:23","03:54:02"
"Axfors, Cathrine 2348","48","374","1670","01:06:46","05:42:10","04:48:12"
"Beckman, Jeff 881","43","452","485","01:07:34","04:52:19","03:31:02"
"Baker, Luke 1799","219","1460","1957","01:27:07","06:28:16","04:57:10"
"Grethe Nielsen, Hilda 266","10","598","2187","01:49:23","07:39:39","05:32:14"
"Kvernvold, Vidar 1122","60","524","561","01:12:13","04:56:27","03:30:20"
"Calduch Prat, Jordi 1023","189","1042","1231","01:03:03","05:58:21","03:38:14"
"Thomas, Dan 420","95","1378","1813","01:09:47","05:46:51","05:18:39"
"Kurpershoek, Danielle 1933","46","237","1353","01:09:19","05:26:36","04:11:31"
"Rasmussen, Karen 1563","43","242","1371","01:07:55","05:46:13","03:55:40"
"Seijo, Marc 766","79","977","1134","01:13:27","05:15:24","03:56:57"
"Merlo, Allison 2339","20","152","1103","01:01:06","05:29:55","03:55:57"
"Aiello, Fernando 1383","63","429","461","01:06:13","05:04:04","03:17:12"
"Meynen, Ninke 2447","13","262","1421","01:02:37","05:53:33","04:06:40"
"Johnsson, Leif-Håkan 146","24","1637","2265","02:08:16","06:35:10","06:55:55"
"Walton, Claire 2171","41","234","1345","01:14:07","05:44:04","03:50:55"
"Lum, Shannon 1129","120","793","878","01:04:31","05:02:36","03:59:42"
"Denoth, Linard 737","53","845","941","01:19:36","05:03:17","03:46:13"
"Baker, Mitch 2216","61","519","555","01:04:59","04:58:15","03:34:40"
"Wilson, John 320","6","899","1026","01:13:05","05:14:22","03:52:01"
"Lake, Colin 1123","--","--","--","01:17:01","--:--:--","--:--:--"
"Besançon, Fabien 1955","129","580","624","00:55:22","04:59:08","03:46:49"
"Pheng, Lim Chee 1126","--","--","--","--:--:--","--:--:--","--:--:--"
"Eckersley, Heath 1398","175","908","1039","00:56:04","04:48:06","04:36:08"
"Don, Tim 57","36","49","53","00:50:34","04:19:11","03:29:55"
"Winegarner, Jeni L. 375","--","--","--","01:08:32","06:36:07","--:--:--"
"Martin, Franck 1353","54","376","405","00:50:17","04:47:08","03:48:40"
"Berger, Georg 1334","226","1230","1545","01:14:38","05:33:16","04:32:16"
"Holmes, Donnacha 1295","43","304","328","01:05:29","04:52:39","03:18:21"
"Holmer, Linda 1932","69","488","1919","01:30:50","06:44:50","04:26:46"
"Procopio, Federico 932","176","1004","1168","01:03:58","05:20:41","04:08:29"
"Dommer, Janette 1203","1","23","309","01:03:28","04:58:36","03:15:22"
"Schmidt, Christof 1069","63","542","582","00:59:53","04:45:03","03:53:22"
"Zijderveld, Wilhelmina Barbara 1950","24","150","1097","01:02:13","05:20:12","04:05:04"
"Purcell, Steven 1364","--","--","--","--:--:--","--:--:--","--:--:--"
"Martin, Alexander 1737","67","290","313","01:06:41","04:43:52","03:25:15"
"Takenaka, Alexandre 1701","16","89","96","00:53:44","04:40:53","03:16:53"
"Fujitani, Gavin 2107","186","1587","2179","01:17:22","07:20:04","06:09:23"
"Antonelli Lehoczki, Mauricio 960","198","1075","1281","01:11:19","05:46:32","03:40:24"
"Wolpert, Andreas 1792","95","400","431","01:04:08","04:45:42","03:38:17"
"Adam, Teresa 3019","18","18","196","00:52:00","04:52:24","03:22:13"
"Alford, Anne 1927","21","138","1055","00:58:41","05:10:35","04:14:26"
"Bonfiglio Esper, Elena 1613","--","--","--","01:18:33","05:58:40","--:--:--"
"Curran, James 2022","17","85","92","01:03:28","04:30:15","03:17:09"
"Guglielmo, Fior 697","32","713","781","01:11:21","04:58:46","03:46:49"
"Dendle, Rob 2069","81","311","335","01:13:23","04:44:20","03:20:09"
"Stephane, Bernard 1319","88","527","564","01:06:07","04:52:01","03:42:12"
"Zhenhuan, Ding 1456","251","1434","1923","01:49:50","06:15:43","04:37:31"
"MACMILLAN, David 1351","212","1099","1328","01:10:29","05:08:08","04:23:39"
"De Korver, Derk 1652","7","55","59","01:01:35","04:38:12","03:02:44"
"Mccrann, Patrick 1305","53","360","389","01:06:59","04:45:16","03:30:29"
"Albert, David 2095","140","681","740","01:11:38","04:59:13","03:43:56"
"Lüscher, Dieter 502","77","1269","1617","01:25:51","05:38:44","04:26:00"
"Hairlahovic, Nermin 1289","221","1191","1476","01:25:22","05:22:53","04:18:57"
"Rossolimo, Amanda 1591","33","171","1184","01:06:05","05:33:18","03:54:45"
"Garcia, Rita 1240","80","612","2228","01:44:51","07:36:48","06:05:02"
"Kirihara, Mariko 269","--","--","--","01:35:21","--:--:--","--:--:--"
"Wordelman, Mike 1379","208","1088","1304","01:15:22","05:04:44","04:24:06"
"Vaughan, Andy 1428","172","885","1003","01:09:04","04:47:40","04:22:37"
"Bussolati, Antonio 485","53","1188","1470","01:13:39","05:25:18","04:24:38"
"Sutra, Marianne 566","38","543","2041","01:20:25","06:30:11","05:52:32"
"Chamberlain, Graeme 486","110","1461","1958","01:20:12","06:12:19","05:22:29"
"Gotzler, Mike 1037","123","796","882","01:07:41","05:07:15","03:50:43"
"Lureau, Frederic 1839","145","650","703","01:13:55","04:35:35","04:01:07"
"Nixon, Paul 510","50","1179","1457","01:11:35","05:10:52","04:38:59"
"Præstholm, Jan 710","147","1294","1662","01:10:13","05:17:28","05:13:37"
"Brunelle, Jonathan 1717","159","714","782","01:12:46","04:56:09","03:43:22"
"Kjellander, Mikael 1666","124","530","568","01:08:05","04:51:14","03:40:56"
"Myers, Paul 336","53","1502","2046","01:18:15","06:33:18","05:48:51"
"Shirato, Taro 713","--","--","--","--:--:--","--:--:--","--:--:--"
"Whitmore, Tarryn 1609","70","367","1659","01:04:00","05:39:28","05:00:09"
